Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
USP4	ENST00000351842.4	ubiquitin specific peptidase 4 (proto-oncogene) 	253	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0374	0.2136	0.6402	-0.22	-0.32	< 0.1	2009, 2011
ANKRD13A	ENST00000261739.4	ankyrin repeat domain 13A 	1644	1	1	0	0	0	0	0	0	1	hsa-miR-148a-3p	0.0624	0.3379	0.9013	-0.22	-0.22	0.68	2009, 2011
STRADB	ENST00000392249.2	STE20-related kinase adaptor beta 	12	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0176	0.1172	0.5027	-0.21	-0.21	0.36	2007, 2009, 2011
LIN28B	ENST00000345080.4	lin-28 homolog B (C. elegans) 	118	1	1	0	0	0	0	0	0	3	hsa-miR-152-3p	0.0599	0.3751	1.4989	-0.21	-0.21	< 0.1	2009, 2011
NCEH1	ENST00000475381.1	neutral cholesterol ester hydrolase 1 	1779	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0355	0.2243	0.8692	-0.21	-0.22	0.42	2009, 2011
LEPROTL1	ENST00000321250.8	leptin receptor overlapping transcript-like 1 	1242	2	1	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0595	0.2405	0.4963	-0.21	-0.66	0.94	2009, 2011
MOSPD1	ENST00000370783.3	motile sperm domain containing 1 	83	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0234	0.1445	0.4957	-0.21	-0.31	0.46	2005, 2007, 2009, 2011
ARFGEF1	ENST00000262215.3	ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited) 	70	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0344	0.2089	0.7505	-0.21	-0.31	0.41	2005, 2007
RNPEPL1	ENST00000270357.4	arginyl aminopeptidase (aminopeptidase B)-like 1 	239	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0286	0.1805	0.6575	-0.21	-0.21	0.74	2011
AP4E1	ENST00000261842.5	adaptor-related protein complex 4, epsilon 1 subunit 	57	1	1	0	0	1	0	1	0	0	hsa-miR-148a-3p	0.0981	0.4834	1.2258	-0.21	-0.42	0.80	2007, 2009, 2011
HSPA4L	ENST00000296464.4	heat shock 70kDa protein 4-like 	348	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0183	0.1260	0.6370	-0.21	-0.21	0.85	2005, 2007, 2009, 2011
MGAT5	ENST00000409645.1	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase 	1627	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0526	0.3268	1.3188	-0.21	-0.22	0.49	NULL
CLOCK	ENST00000309964.4	clock circadian regulator 	86	1	0	1	0	1	0	0	1	2	hsa-miR-148a-3p	0.0490	0.3261	1.4991	-0.21	-0.21	0.83	2005, 2007, 2009, 2011
CTTNBP2NL	ENST00000271277.6	CTTNBP2 N-terminal like 	182	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0880	0.3569	0.6466	-0.21	-0.33	0.89	2011
FNBP1L	ENST00000370253.2	formin binding protein 1-like 	219	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0339	0.2166	0.8635	-0.21	-0.21	0.49	2007
GJD2	ENST00000290374.4	gap junction protein, delta 2, 36kDa 	5	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0401	0.2454	0.8625	-0.21	-0.21	0.49	NULL
DEDD	ENST00000368006.3	death effector domain containing 	239	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0359	0.2052	0.6710	-0.21	-0.40	0.50	2005, 2007, 2009, 2011
ATP2A2	ENST00000395494.2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 	2042	1	1	0	0	0	0	0	0	1	hsa-miR-148a-3p	0.1178	0.5636	1.4999	-0.21	-0.21	0.44	2005, 2007, 2011
BCL2L2	ENST00000250405.5	BCL2-like 2 	1380	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0205	0.1393	0.6725	-0.21	-0.21	0.49	2005, 2007, 2011
PRDM15	ENST00000422911.1	PR domain containing 15 	328	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0474	0.2982	1.1666	-0.21	-0.21	0.71	2007, 2009, 2011
PDE4B	ENST00000371045.5	phosphodiesterase 4B, cAMP-specific 	127	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0316	0.2114	0.9635	-0.21	-0.21	0.37	2009
TXNIP	ENST00000369317.4	thioredoxin interacting protein 	11	2	0	1	1	0	0	0	0	0	hsa-miR-148b-3p	0.0346	0.1999	0.6426	-0.21	-0.51	0.78	2011
PDE5A	ENST00000354960.3	phosphodiesterase 5A, cGMP-specific 	69	1	1	0	0	0	0	0	0	1	hsa-miR-148a-3p	0.0639	0.3700	1.2570	-0.21	-0.21	0.34	2009, 2011
BAZ2B	ENST00000392782.1	bromodomain adjacent to zinc finger domain, 2B 	25	1	0	0	1	0	0	0	0	2	hsa-miR-148a-3p	0.0924	0.4418	0.9884	-0.20	-0.20	0.86	2011
VASH2	ENST00000366968.4	vasohibin 2 	70	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0293	0.1895	0.7820	-0.20	-0.21	0.58	2009, 2011
EGFR	ENST00000275493.2	epidermal growth factor receptor 	632	1	0	0	1	0	0	0	0	3	hsa-miR-148a-3p	0.0537	0.3307	1.3460	-0.20	-0.24	0.56	NULL
C5orf24	ENST00000394976.3	chromosome 5 open reading frame 24 	2668	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0329	0.2212	1.0458	-0.20	-0.21	0.40	NULL
CAPRIN1	ENST00000341394.4	cell cycle associated protein 1 	650	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0147	0.1036	0.5794	-0.20	-0.23	0.48	NULL
FAM178A	ENST00000238961.4	family with sequence similarity 178, member A 	130	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0808	0.4194	1.2848	-0.20	-0.39	0.74	2005, 2007, 2009, 2011
TRPS1	ENST00000395715.3	trichorhinophalangeal syndrome I 	94	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0487	0.2900	0.9705	-0.20	-0.20	0.61	2005, 2007, 2009, 2011
HIATL1	ENST00000428393.2	hippocampus abundant transcript-like 1 	767	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0315	0.1972	0.7136	-0.20	-0.20	< 0.1	NULL
LYSMD3	ENST00000509384.1	LysM, putative peptidoglycan-binding, domain containing 3 	92	1	0	1	0	1	1	0	0	0	hsa-miR-148a-3p	0.0207	0.1307	0.4653	-0.20	-0.59	0.61	2009, 2011
KPNA1	ENST00000344337.6	karyopherin alpha 1 (importin alpha 5) 	1030	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0486	0.2669	0.7489	-0.20	-0.27	0.81	2007, 2009, 2011
CASZ1	ENST00000377022.3	castor zinc finger 1 	5	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0615	0.3303	0.8417	-0.20	-0.20	0.77	2007, 2009, 2011
EML6	ENST00000356458.6	echinoderm microtubule associated protein like 6 	39	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0240	0.1629	0.7853	-0.20	-0.20	0.35	2011
KDM2B	ENST00000536437.1	lysine (K)-specific demethylase 2B 	647	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0180	0.1216	0.5667	-0.20	-0.20	< 0.1	2005, 2007
UBE4B	ENST00000343090.6	ubiquitination factor E4B 	350	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0217	0.1400	0.5303	-0.20	-0.21	0.43	2011
WAPAL	ENST00000298767.5	wings apart-like homolog (Drosophila) 	185	1	0	0	1	0	0	0	0	0	hsa-miR-152-3p	0.0352	0.2308	0.9635	-0.20	-0.24	0.49	2007
ULK3	ENST00000440863.2	unc-51 like kinase 3 	22	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0312	0.1989	0.7647	-0.20	-0.20	0.29	2011
RFX7	ENST00000423270.1	regulatory factor X, 7 	1049	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0358	0.2440	1.2182	-0.20	-0.20	0.62	2007
FLOT2	ENST00000394906.2	flotillin 2 	37	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0140	0.0971	0.5008	-0.20	-0.20	0.57	2009, 2011
DNAJC16	ENST00000375847.3	DnaJ (Hsp40) homolog, subfamily C, member 16 	366	1	0	0	1	0	0	0	0	0	hsa-miR-148b-3p	0.0323	0.2150	1.0068	-0.20	-0.23	0.74	2009, 2011
TMEM127	ENST00000258439.3	transmembrane protein 127 	296	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0300	0.1966	0.8628	-0.20	-0.22	0.65	2011
POU4F2	ENST00000281321.3	POU class 4 homeobox 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0263	0.1698	0.6684	-0.20	-0.20	0.52	2005, 2007, 2011
KMT2A	ENST00000534358.1	lysine (K)-specific methyltransferase 2A 	1092	2	1	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.1941	0.9231	2.5029	-0.20	-0.20	0.88	2005, 2007, 2009, 2011
ISM1	ENST00000262487.4	isthmin 1, angiogenesis inhibitor 	9	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0276	0.1785	0.7172	-0.20	-0.20	0.39	2009, 2011
CNOT6	ENST00000393356.1	CCR4-NOT transcription complex, subunit 6 	300	1	0	1	0	0	0	0	0	3	hsa-miR-148b-3p	0.0370	0.2531	1.3001	-0.20	-0.32	0.51	2005, 2007, 2009, 2011
MRPS10	ENST00000053468.3	mitochondrial ribosomal protein S10 	63	1	1	0	0	1	0	1	0	1	hsa-miR-148a-3p	0.0173	0.1153	0.5223	-0.20	-0.53	0.26	2011
CXorf23	ENST00000379687.3	chromosome X open reading frame 23 	30	1	1	0	0	3	0	1	2	2	hsa-miR-148a-3p	0.0649	0.3132	0.8001	-0.19	-0.59	0.90	2009, 2011
ZBTB7A	ENST00000322357.4	zinc finger and BTB domain containing 7A 	37	1	0	0	1	1	1	0	0	0	hsa-miR-148a-3p	0.0652	0.4044	1.4596	-0.19	-0.19	0.67	2007, 2009, 2011
DLL1	ENST00000366756.3	delta-like 1 (Drosophila) 	85	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0139	0.0979	0.5413	-0.19	-0.19	0.27	NULL
C20orf112	ENST00000359676.5	chromosome 20 open reading frame 112 	148	1	1	0	0	0	0	0	0	2	hsa-miR-148a-3p	0.0541	0.2378	0.5544	-0.19	-0.43	0.89	2011
RAI14	ENST00000265109.3	retinoic acid induced 14 	2228	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0235	0.1566	0.6917	-0.19	-0.22	0.47	2011
EPB41L1	ENST00000441639.1	erythrocyte membrane protein band 4.1-like 1 	369	1	0	1	0	1	0	1	0	2	hsa-miR-152-3p	0.0533	0.3260	1.1699	-0.19	-0.23	0.85	2009, 2011
BCL2L11	ENST00000393256.3	BCL2-like 11 (apoptosis facilitator) 	105	2	1	0	1	1	0	1	0	0	hsa-miR-148b-3p	0.0624	0.2753	0.7456	-0.19	-0.73	0.98	2007, 2009, 2011
TGFBRAP1	ENST00000393359.2	transforming growth factor, beta receptor associated protein 1 	435	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0443	0.2989	1.4193	-0.19	-0.19	0.69	NULL
TSPYL1	ENST00000368608.3	TSPY-like 1 	2195	1	0	1	0	1	1	0	0	0	hsa-miR-148a-3p	0.0282	0.1768	0.6176	-0.19	-0.33	0.31	2011
NUP43	ENST00000367403.3	nucleoporin 43kDa 	113	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0117	0.0827	0.4638	-0.19	-0.19	< 0.1	NULL
RUNX1T1	ENST00000523629.1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related) 	9	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0305	0.2066	1.0027	-0.18	-0.18	0.65	2011
SLC2A3	ENST00000075120.7	solute carrier family 2 (facilitated glucose transporter), member 3 	5	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0271	0.1794	0.7853	-0.18	-0.18	0.39	2009, 2011
IPO5	ENST00000261574.5	importin 5 	1826	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0291	0.1823	0.6524	-0.18	-0.20	0.73	2009, 2011
MET	ENST00000397752.3	met proto-oncogene 	1155	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0524	0.3130	1.1018	-0.18	-0.18	0.77	2011
DPYSL5	ENST00000288699.6	dihydropyrimidinase-like 5 	315	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0740	0.3593	0.8193	-0.18	-0.22	< 0.1	2011
CCNK	ENST00000389879.5	cyclin K 	1777	1	0	1	0	1	0	0	1	0	hsa-miR-152-3p	0.0197	0.1292	0.5278	-0.18	-0.29	0.40	NULL
FIGN	ENST00000333129.3	fidgetin 	10	1	0	1	0	0	0	0	0	3	hsa-miR-148a-3p	0.0384	0.2461	1.1310	-0.18	-0.33	0.56	NULL
ARID3A	ENST00000263620.3	AT rich interactive domain 3A (BRIGHT-like) 	320	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0302	0.1899	0.7185	-0.18	-0.22	0.68	2009, 2011
MAP1B	ENST00000296755.7	microtubule-associated protein 1B 	259	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0448	0.2913	1.3275	-0.18	-0.19	0.41	2009, 2011
DGCR8	ENST00000383024.2	DGCR8 microprocessor complex subunit 	1018	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0258	0.1653	0.6306	-0.18	-0.18	0.59	NULL
CLCN3	ENST00000513761.1	chloride channel, voltage-sensitive 3 	1142	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0546	0.3087	0.8686	-0.18	-0.30	0.67	NULL
RCC2	ENST00000375436.4	regulator of chromosome condensation 2 	180	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0270	0.1712	0.6204	-0.18	-0.18	0.83	2009, 2011
RYBP	ENST00000477973.2	RING1 and YY1 binding protein 	342	1	0	1	0	0	0	0	0	3	hsa-miR-148a-3p	0.0265	0.1712	0.6866	-0.18	-0.24	0.79	2007
TNRC6B	ENST00000335727.9	trinucleotide repeat containing 6B 	69	1	0	1	0	1	0	1	0	3	hsa-miR-148a-3p	0.0620	0.4199	2.0956	-0.18	-0.23	0.53	2007, 2009, 2011
WHSC1	ENST00000382895.3	Wolf-Hirschhorn syndrome candidate 1 	1148	1	1	0	0	1	0	0	1	1	hsa-miR-148a-3p	0.1486	0.6685	1.7047	-0.18	-0.18	0.90	2011
KANSL1	ENST00000574590.1	KAT8 regulatory NSL complex subunit 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0437	0.2620	0.8784	-0.18	-0.18	0.31	2007
AC012215.1	ENST00000437887.1	Uncharacterized protein  	31	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0194	0.1334	0.6551	-0.18	-0.26	0.71	NULL
CDK13	ENST00000181839.4	cyclin-dependent kinase 13 	32	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0117	0.0817	0.4349	-0.18	-0.18	0.82	2005, 2007, 2011
ADAMTS19	ENST00000274487.4	ADAM metallopeptidase with thrombospondin type 1 motif, 19 	8	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0170	0.1158	0.5651	-0.18	-0.18	0.45	2009, 2011
DPP9	ENST00000594671.1	dipeptidyl-peptidase 9 	422	1	0	0	1	0	0	0	0	1	hsa-miR-148a-3p	0.0123	0.0863	0.4775	-0.17	-0.17	0.52	2009, 2011
MMP19	ENST00000409200.3	matrix metallopeptidase 19 	135	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0176	0.1228	0.6407	-0.17	-0.17	< 0.1	NULL
AJUBA	ENST00000262713.2	ajuba LIM protein 	871	1	1	0	0	0	0	0	0	0	hsa-miR-152-3p	0.0544	0.3114	0.9487	-0.17	-0.17	< 0.1	2005, 2007, 2011
SOX11	ENST00000322002.3	SRY (sex determining region Y)-box 11 	1100	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0171	0.1126	0.4642	-0.17	-0.19	0.45	2005, 2007, 2009, 2011
MYO9A	ENST00000564571.1	myosin IXA 	137	2	0	2	0	0	0	0	0	1	hsa-miR-148a-3p	0.0363	0.2385	1.0543	-0.17	-0.27	0.75	NULL
HIPK3	ENST00000303296.4	homeodomain interacting protein kinase 3 	933	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0273	0.1856	0.8897	-0.17	-0.18	0.67	NULL
PICALM	ENST00000532317.1	phosphatidylinositol binding clathrin assembly protein 	1173	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0196	0.1321	0.6166	-0.17	-0.17	0.35	2005, 2007
DCP1A	ENST00000607628.1	decapping mRNA 1A 	87	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0269	0.1698	0.6309	-0.17	-0.20	0.72	2011
IL15	ENST00000296545.7	interleukin 15 	504	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0390	0.1603	0.2841	-0.17	-0.65	0.40	NULL
CNIH4	ENST00000465271.1	cornichon family AMPA receptor auxiliary protein 4 	1348	1	1	0	0	2	0	1	1	1	hsa-miR-148a-3p	0.0332	0.2087	0.8394	-0.17	-0.51	0.24	NULL
PPARGC1B	ENST00000309241.5	peroxisome proliferator-activated receptor gamma, coactivator 1 beta 	12	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0447	0.2627	0.8906	-0.17	-0.21	0.91	2011
SPIN1	ENST00000375859.3	spindlin 1 	686	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0280	0.1737	0.5863	-0.17	-0.18	0.60	2009, 2011
NCS1	ENST00000372398.3	neuronal calcium sensor 1 	1083	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0172	0.1184	0.5977	-0.17	-0.22	0.31	2009, 2011
PPP1R9B	ENST00000316878.6	protein phosphatase 1, regulatory subunit 9B 	120	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0760	0.3877	0.9383	-0.17	-0.17	0.60	2007, 2009, 2011
LRP8	ENST00000306052.6	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor 	16	1	0	1	0	1	0	0	1	3	hsa-miR-148a-3p	0.0196	0.1374	0.7587	-0.16	-0.71	0.79	2005, 2007, 2011
BAZ2A	ENST00000379441.3	bromodomain adjacent to zinc finger domain, 2A 	48	2	0	1	1	0	0	0	0	0	hsa-miR-148a-3p	0.0317	0.2092	0.9034	-0.16	-0.17	0.76	2005, 2007, 2009, 2011
ZBTB16	ENST00000335953.4	zinc finger and BTB domain containing 16 	73	1	0	0	1	1	1	0	0	0	hsa-miR-148a-3p	0.0462	0.2732	0.9065	-0.16	-0.33	0.70	NULL
BZRAP1	ENST00000268893.6	benzodiazapine receptor (peripheral) associated protein 1 	26	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0404	0.2407	0.7600	-0.16	-0.16	0.44	2005, 2007, 2009, 2011
MED1	ENST00000300651.6	mediator complex subunit 1 	87	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0338	0.2265	1.0724	-0.16	-0.18	0.51	2009, 2011
PHIP	ENST00000275034.4	pleckstrin homology domain interacting protein 	668	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0534	0.3130	1.0272	-0.16	-0.16	0.54	2011
PATL1	ENST00000300146.9	protein associated with topoisomerase II homolog 1 (yeast) 	703	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0196	0.1330	0.6320	-0.16	-0.16	0.45	2005, 2007, 2009, 2011
ZNF268	ENST00000542986.2	zinc finger protein 268 	156	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0398	0.2216	0.6241	-0.16	-0.24	< 0.1	NULL
NCOA1	ENST00000405141.1	nuclear receptor coactivator 1 	200	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0290	0.1728	0.6086	-0.16	-0.31	0.52	2005, 2007, 2009, 2011
GPR180	ENST00000376958.4	G protein-coupled receptor 180 	161	1	1	0	0	0	0	0	0	2	hsa-miR-152-3p	0.0365	0.2347	0.9686	-0.16	-0.17	< 0.1	2011
ETV1	ENST00000430479.1	ets variant 1 	160	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0220	0.1444	0.6194	-0.16	-0.20	0.79	2009, 2011
EXTL3	ENST00000220562.4	exostosin-like glycosyltransferase 3 	358	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0106	0.0749	0.4318	-0.16	-0.16	0.64	2009, 2011
ANK2	ENST00000357077.4	ankyrin 2, neuronal 	133	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0480	0.3009	1.2197	-0.16	-0.16	0.49	2011
KDM6B	ENST00000254846.5	lysine (K)-specific demethylase 6B 	8	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0374	0.2361	0.9268	-0.16	-0.16	0.51	2007, 2009, 2011
DCUN1D3	ENST00000324344.4	DCN1, defective in cullin neddylation 1, domain containing 3 	53	1	0	1	0	0	0	0	0	1	hsa-miR-148a-3p	0.0328	0.2007	0.7362	-0.16	-0.30	0.41	NULL
SLC5A3	ENST00000608209.1	sodium/myo-inositol cotransporter  	24	1	0	1	0	0	0	0	0	1	hsa-miR-152-3p	0.0415	0.2721	1.2077	-0.16	-0.17	0.37	2011
ARHGAP20	ENST00000260283.4	Rho GTPase activating protein 20 	85	1	0	0	1	1	0	0	1	0	hsa-miR-148a-3p	0.0321	0.1929	0.6537	-0.16	-0.38	0.75	2005, 2007, 2009, 2011
BCL2L13	ENST00000418951.2	BCL2-like 13 (apoptosis facilitator) 	741	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0156	0.1113	0.6542	-0.16	-0.16	0.30	NULL
RP11-1055B8.7	ENST00000307745.7	BAH and coiled-coil domain-containing protein 1  	247	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0309	0.1919	0.6660	-0.15	-0.15	0.88	2011
DSC2	ENST00000251081.6	desmocollin 2 	145	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0338	0.2031	0.6375	-0.15	-0.17	< 0.1	2011
SLC45A3	ENST00000367145.3	solute carrier family 45, member 3 	17	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0179	0.1256	0.6895	-0.15	-0.15	0.33	2011
NOVA2	ENST00000263257.5	neuro-oncological ventral antigen 2 	7	1	1	0	0	2	0	2	0	1	hsa-miR-148a-3p	0.1029	0.4629	1.1267	-0.15	-0.22	0.82	NULL
ARAP2	ENST00000303965.4	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 	121	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0391	0.2652	1.2535	-0.15	-0.15	0.32	NULL
GGA2	ENST00000309859.4	golgi-associated, gamma adaptin ear containing, ARF binding protein 2 	645	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0217	0.1365	0.4980	-0.15	-0.21	0.67	2011
PRR5L	ENST00000527487.1	proline rich 5 like 	238	1	0	1	0	0	0	0	0	0	hsa-miR-148a-3p	0.0175	0.1196	0.6106	-0.15	-0.25	0.38	2005, 2007, 2009, 2011
ZNF704	ENST00000327835.3	zinc finger protein 704 	124	1	0	1	0	1	0	0	1	2	hsa-miR-148a-3p	0.0340	0.2329	1.2224	-0.15	-0.30	0.56	2011
SCN8A	ENST00000354534.6	sodium channel, voltage gated, type VIII, alpha subunit 	44	1	0	1	0	2	0	2	0	0	hsa-miR-148a-3p	0.0548	0.3530	1.4480	-0.15	-0.15	0.44	NULL
GRIN2B	ENST00000609686.1	glutamate receptor, ionotropic, N-methyl D-aspartate 2B 	5	1	1	0	0	6	0	2	4	0	hsa-miR-148a-3p	0.1230	0.7762	3.2912	-0.14	-0.14	0.54	NULL
GATAD2B	ENST00000368655.4	GATA zinc finger domain containing 2B 	48	1	0	1	0	1	0	1	0	2	hsa-miR-148a-3p	0.0254	0.1657	0.7436	-0.14	-0.30	0.62	2011
RAB35	ENST00000534951.1	RAB35, member RAS oncogene family 	1051	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0106	0.0766	0.4807	-0.14	-0.14	< 0.1	2005, 2007, 2009, 2011
SLC43A2	ENST00000301335.5	solute carrier family 43 (amino acid system L transporter), member 2 	68	1	0	1	0	1	0	0	1	0	hsa-miR-148a-3p	0.0214	0.1425	0.6180	-0.14	-0.28	0.54	NULL
TTBK2	ENST00000267890.6	tau tubulin kinase 2 	18	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0743	0.4326	1.4631	-0.14	-0.15	0.89	NULL
FUT9	ENST00000302103.5	fucosyltransferase 9 (alpha (1,3) fucosyltransferase) 	5	1	0	1	0	0	0	0	0	4	hsa-miR-148a-3p	0.0358	0.2509	1.3934	-0.14	-0.14	0.71	2009, 2011
CHRNB2	ENST00000368476.3	cholinergic receptor, nicotinic, beta 2 (neuronal) 	16	1	0	1	0	1	0	1	0	0	hsa-miR-148a-3p	0.0286	0.1965	0.9775	-0.14	-0.14	0.28	2009, 2011
UBN2	ENST00000473989.3	ubinuclein 2 	238	2	2	0	0	2	1	1	0	2	hsa-miR-148b-3p	0.1539	0.8756	2.9174	-0.14	-0.17	0.76	2009, 2011
MOCOS	ENST00000261326.5	molybdenum cofactor sulfurase 	627	1	0	1	0	1	1	0	0	1	hsa-miR-148a-3p	0.0409	0.2715	1.2160	-0.14	-0.14	0.28	NULL
MGLL	ENST00000434178.2	monoglyceride lipase 	453	1	1	0	0	0	0	0	0	1	hsa-miR-148a-3p	0.0304	0.1743	0.5308	-0.14	-0.25	< 0.1	NULL
USP32	ENST00000300896.4	ubiquitin specific peptidase 32 	85	1	1	0	0	0	0	0	0	0	hsa-miR-148a-3p	0.0607	0.2856	0.8918	-0.14	-0.37	0.87	2005, 2007, 2009, 2011
SMARCD1	ENST00000394963.4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 	952	1	0	0	1	0	0	0	0	0	hsa-miR-148a-3p	0.0078	0.0560	0.3333	-0.14	-0.14	0.59	2005, 2007, 2009, 2011
IGF1	ENST00000337514.6	insulin-like growth factor 1 (somatomedin C) 	19	1	1	0	0	1	0	1	0	1	hsa-miR-148a-3p	0.0359	0.1983	0.7472	-0.14	-0.60	0.33	2009, 2011
NEURL1B	ENST00000369800.5	neuralized homolog 1B (Drosophila) 	5	1	0	1	0	0	0	0	0	2	hsa-miR-148a-3p	0.0265	0.1792	0.8694	-0.14	-0.14	0.60	2011
