Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
RNFT2	ENST00000319176.7	ring finger protein, transmembrane 2 	46	2	0	1	1	0	hsa-miR-6862-5p				-0.45	-0.49	N/A
GUCA1B	ENST00000230361.3	guanylate cyclase activator 1B (retina) 	13	1	1	0	0	0	hsa-miR-4253				-0.45	-0.45	N/A
IYD	ENST00000344419.3	iodotyrosine deiodinase 	5	3	0	2	1	1	hsa-miR-6862-5p				-0.45	-0.45	N/A
SLC22A7	ENST00000372589.3	solute carrier family 22 (organic anion transporter), member 7 	20	1	1	0	0	0	hsa-miR-4253				-0.44	-0.44	N/A
RBMX2	ENST00000305536.6	RNA binding motif protein, X-linked 2 	139	1	1	0	0	0	hsa-miR-6862-5p				-0.44	-0.44	N/A
PHLDA3	ENST00000367311.3	pleckstrin homology-like domain, family A, member 3 	82	2	1	0	1	1	hsa-miR-6862-5p				-0.44	-0.45	N/A
TM9SF1	ENST00000530611.1	Transmembrane 9 superfamily member 1  	555	1	0	1	0	0	hsa-miR-6862-5p				-0.44	-0.44	N/A
CNN1	ENST00000252456.2	calponin 1, basic, smooth muscle 	96	1	1	0	0	0	hsa-miR-4253				-0.44	-0.44	N/A
TDGF1	ENST00000296145.5	teratocarcinoma-derived growth factor 1 	5	1	1	0	0	0	hsa-miR-6862-5p				-0.44	-0.44	N/A
AP003774.4	ENST00000316124.2	HCG1652096, isoform CRA_a; Uncharacterized protein; cDNA FLJ37045 fis, clone BRACE2012185  	5	1	1	0	0	0	hsa-miR-4253				-0.44	-0.44	N/A
DNAH17-AS1	ENST00000598378.1	DNAH17 antisense RNA 1 	23	2	0	1	1	0	hsa-miR-4253				-0.44	-0.44	N/A
MDK	ENST00000359803.3	midkine (neurite growth-promoting factor 2) 	3536	1	0	1	0	0	hsa-miR-6862-5p				-0.44	-0.44	N/A
MCCD1	ENST00000376191.2	mitochondrial coiled-coil domain 1 	5	1	0	1	0	0	hsa-miR-4253				-0.44	-0.44	N/A
ANAPC2	ENST00000323927.2	anaphase promoting complex subunit 2 	8	1	1	0	0	0	hsa-miR-6862-5p				-0.43	-0.43	N/A
RAB8B	ENST00000321437.4	RAB8B, member RAS oncogene family 	45	3	0	1	2	0	hsa-miR-4253				-0.43	-0.58	N/A
CXCR1	ENST00000295683.2	chemokine (C-X-C motif) receptor 1 	5	1	1	0	0	0	hsa-miR-6862-5p				-0.43	-0.43	N/A
DAND5	ENST00000585548.1	DAN domain family member 5, BMP antagonist 	11	1	1	0	0	0	hsa-miR-4253				-0.43	-0.43	N/A
KIF17	ENST00000375044.1	kinesin family member 17 	5	1	1	0	0	0	hsa-miR-4253				-0.43	-0.43	N/A
RNF144A	ENST00000320892.6	ring finger protein 144A 	124	2	1	1	0	0	hsa-miR-4253				-0.43	-0.46	N/A
KRT2	ENST00000309680.3	keratin 2 	5	1	1	0	0	0	hsa-miR-6862-5p				-0.43	-0.43	N/A
ASXL3	ENST00000269197.5	additional sex combs like 3 (Drosophila) 	65	2	2	0	0	1	hsa-miR-4253				-0.43	-0.43	N/A
ZNF584	ENST00000599238.1	zinc finger protein 584 	282	4	0	3	1	0	hsa-miR-4253				-0.43	-0.63	N/A
ALOX15	ENST00000570836.1	arachidonate 15-lipoxygenase 	5	2	1	1	0	0	hsa-miR-6862-5p				-0.43	-0.56	N/A
GNG13	ENST00000248150.4	guanine nucleotide binding protein (G protein), gamma 13 	5	2	0	1	1	0	hsa-miR-6862-5p				-0.43	-0.43	N/A
AC016559.1	ENST00000594347.1	Uncharacterized protein  	15	1	1	0	0	0	hsa-miR-4253				-0.43	-0.43	N/A
NABP1	ENST00000410026.2	nucleic acid binding protein 1 	938	2	0	2	0	1	hsa-miR-4253				-0.43	-0.52	N/A
PTH2	ENST00000270631.1	parathyroid hormone 2 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.43	-0.43	N/A
C9orf47	ENST00000375851.2	chromosome 9 open reading frame 47 	5	2	1	0	1	0	hsa-miR-4253				-0.43	-0.43	N/A
TMEM78	ENST00000323223.2	transmembrane protein 78 	5	1	1	0	0	0	hsa-miR-4253				-0.43	-0.43	N/A
DSC2	ENST00000251081.6	desmocollin 2 	145	1	1	0	0	0	hsa-miR-6862-5p				-0.43	-0.43	N/A
SYK	ENST00000375754.4	spleen tyrosine kinase 	25	2	1	0	1	0	hsa-miR-6862-5p				-0.42	-0.42	N/A
PIGW	ENST00000328396.2	phosphatidylinositol glycan anchor biosynthesis, class W 	265	1	1	0	0	0	hsa-miR-4253				-0.42	-0.42	N/A
AASDHPPT	ENST00000278618.4	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase 	317	1	1	0	0	0	hsa-miR-6862-5p				-0.42	-0.47	N/A
POFUT1	ENST00000375749.3	protein O-fucosyltransferase 1 	647	2	1	0	1	1	hsa-miR-6862-5p				-0.42	-0.60	N/A
PEX26	ENST00000329627.7	peroxisomal biogenesis factor 26 	157	9	1	2	6	1	hsa-miR-4253				-0.42	-1.38	N/A
NDST1	ENST00000261797.6	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 	13660	3	1	0	2	0	hsa-miR-4253				-0.42	-0.42	N/A
MARCKS	ENST00000368635.4	myristoylated alanine-rich protein kinase C substrate 	188	1	1	0	0	1	hsa-miR-6862-5p				-0.42	-0.46	N/A
RAB25	ENST00000361084.5	RAB25, member RAS oncogene family 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.42	-0.42	N/A
TNFSF8	ENST00000223795.2	tumor necrosis factor (ligand) superfamily, member 8 	5	1	1	0	0	0	hsa-miR-6862-5p				-0.42	-0.42	N/A
AC013269.5	ENST00000409259.1	Uncharacterized protein  	5	1	1	0	0	0	hsa-miR-6862-5p				-0.42	-0.42	N/A
MYL12A	ENST00000217652.3	myosin, light chain 12A, regulatory, non-sarcomeric 	52535	1	0	1	0	0	hsa-miR-6862-5p				-0.42	-0.42	N/A
SUSD5	ENST00000309558.3	sushi domain containing 5 	23	2	1	1	0	0	hsa-miR-4253				-0.42	-0.42	N/A
LYRM2	ENST00000520318.1	LYR motif containing 2 	305	1	1	0	0	0	hsa-miR-6862-5p				-0.42	-0.43	N/A
DDAH1	ENST00000535924.2	dimethylarginine dimethylaminohydrolase 1 	46	1	1	0	0	0	hsa-miR-6862-5p				-0.42	-0.42	N/A
SNX22	ENST00000325881.4	sorting nexin 22 	5	2	0	2	0	0	hsa-miR-6862-5p				-0.42	-0.42	N/A
ARHGAP36	ENST00000370922.1	Rho GTPase activating protein 36 	5	1	1	0	0	0	hsa-miR-6862-5p				-0.42	-0.42	N/A
IQCE	ENST00000402050.2	IQ motif containing E 	687	5	0	4	1	0	hsa-miR-6862-5p				-0.42	-0.43	N/A
CNR2	ENST00000374472.4	cannabinoid receptor 2 (macrophage) 	5	2	1	0	1	0	hsa-miR-4253				-0.42	-0.42	N/A
DNAJC14	ENST00000357606.3	DnaJ (Hsp40) homolog, subfamily C, member 14 	1293	1	1	0	0	0	hsa-miR-6862-5p				-0.42	-0.42	N/A
FAM154A	ENST00000380530.1	family with sequence similarity 154, member A 	5	1	0	1	0	1	hsa-miR-4253				-0.42	-0.42	N/A
DPH2	ENST00000255108.3	DPH2 homolog (S. cerevisiae) 	209	1	1	0	0	0	hsa-miR-6862-5p				-0.41	-0.41	N/A
CERS3	ENST00000284382.4	ceramide synthase 3 	5	1	1	0	0	0	hsa-miR-6862-5p				-0.41	-0.41	N/A
GDPD4	ENST00000315938.4	glycerophosphodiester phosphodiesterase domain containing 4 	5	2	0	1	1	0	hsa-miR-4253				-0.41	-0.41	N/A
ZC3H12B	ENST00000338957.4	zinc finger CCCH-type containing 12B 	29	2	1	1	0	1	hsa-miR-4253				-0.41	-0.41	N/A
AGXT	ENST00000307503.3	alanine-glyoxylate aminotransferase 	365	2	1	1	0	0	hsa-miR-4253				-0.41	-0.52	N/A
CNEP1R1	ENST00000562576.1	CTD nuclear envelope phosphatase 1 regulatory subunit 1 	546	1	1	0	0	0	hsa-miR-4253				-0.41	-0.42	N/A
AS3MT	ENST00000369880.3	arsenic (+3 oxidation state) methyltransferase 	379	1	1	0	0	0	hsa-miR-4253				-0.41	-0.41	N/A
PPP5D1	ENST00000414155.1	PPP5 tetratricopeptide repeat domain containing 1 	5	1	1	0	0	0	hsa-miR-4253				-0.41	-0.41	N/A
BMP8B	ENST00000372827.3	bone morphogenetic protein 8b 	88	3	0	1	2	0	hsa-miR-4253				-0.41	-0.41	N/A
HIST1H2AG	ENST00000359193.2	histone cluster 1, H2ag 	145	1	1	0	0	0	hsa-miR-6862-5p				-0.41	-0.41	N/A
USP6	ENST00000332776.4	ubiquitin specific peptidase 6 (Tre-2 oncogene) 	5	1	1	0	0	0	hsa-miR-6862-5p				-0.41	-0.41	N/A
RP11-382J12.1	ENST00000499227.2	Uncharacterized protein  	5	2	1	1	0	0	hsa-miR-4253				-0.41	-0.41	N/A
ITGAM	ENST00000544665.3	integrin, alpha M (complement component 3 receptor 3 subunit) 	10	2	0	0	2	0	hsa-miR-4253				-0.41	-0.41	N/A
ZNF737	ENST00000427401.4	zinc finger protein 737 	7	1	1	0	0	1	hsa-miR-6862-5p				-0.41	-0.44	N/A
LRG1	ENST00000306390.6	leucine-rich alpha-2-glycoprotein 1 	1511	1	1	0	0	0	hsa-miR-6862-5p				-0.41	-0.41	N/A
RAPGEF5	ENST00000401957.2	Rap guanine nucleotide exchange factor (GEF) 5 	32	2	1	0	1	2	hsa-miR-4253				-0.41	-0.41	N/A
COL4A3	ENST00000396578.3	collagen, type IV, alpha 3 (Goodpasture antigen) 	286	2	1	1	0	0	hsa-miR-6862-5p				-0.41	-0.41	N/A
ARHGAP24	ENST00000395184.1	Rho GTPase activating protein 24 	9	2	1	1	0	0	hsa-miR-6862-5p				-0.41	-0.50	N/A
WFDC10B	ENST00000330523.5	WAP four-disulfide core domain 10B 	5	1	0	0	1	0	hsa-miR-4253				-0.41	-0.41	N/A
ATP6V1G2	ENST00000376151.4	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2 	16	1	0	1	0	0	hsa-miR-4253				-0.41	-0.41	N/A
HAO2	ENST00000361035.4	hydroxyacid oxidase 2 (long chain) 	5	1	0	1	0	0	hsa-miR-4253				-0.41	-0.41	N/A
CPA5	ENST00000431780.2	carboxypeptidase A5 	5	1	0	1	0	0	hsa-miR-4253				-0.41	-0.41	N/A
AFTPH	ENST00000238856.4	aftiphilin 	6	1	1	0	0	0	hsa-miR-6862-5p				-0.41	-0.41	N/A
IKBKE	ENST00000367120.3	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon 	334	1	1	0	0	0	hsa-miR-6862-5p				-0.41	-0.41	N/A
MROH6	ENST00000398882.3	maestro heat-like repeat family member 6 	24	2	0	2	0	1	hsa-miR-4253				-0.41	-0.41	N/A
CYTH4	ENST00000248901.6	cytohesin 4 	5	1	1	0	0	0	hsa-miR-6862-5p				-0.40	-0.40	N/A
EIF4G2	ENST00000526148.1	eukaryotic translation initiation factor 4 gamma, 2 	61971	1	0	1	0	1	hsa-miR-6862-5p				-0.40	-0.40	N/A
HRK	ENST00000257572.5	harakiri, BCL2 interacting protein (contains only BH3 domain) 	19	2	1	1	0	0	hsa-miR-4253				-0.40	-0.63	N/A
ANKRD6	ENST00000369408.5	ankyrin repeat domain 6 	52	2	0	0	2	0	hsa-miR-6862-5p				-0.40	-0.40	N/A
FKRP	ENST00000318584.5	fukutin related protein 	989	1	1	0	0	1	hsa-miR-6862-5p				-0.40	-0.40	N/A
TNNI1	ENST00000361379.4	troponin I type 1 (skeletal, slow) 	5	2	1	1	0	0	hsa-miR-4253				-0.40	-0.40	N/A
TBC1D3G	ENST00000330458.7	TBC1 domain family, member 3G 	5	1	1	0	0	0	hsa-miR-4253				-0.40	-0.40	N/A
CTNS	ENST00000046640.3	cystinosin, lysosomal cystine transporter 	308	1	1	0	0	0	hsa-miR-4253				-0.40	-0.40	N/A
WIZ	ENST00000389282.4	widely interspaced zinc finger motifs 	1321	1	1	0	0	1	hsa-miR-6862-5p				-0.40	-0.50	N/A
PDK2	ENST00000503176.1	pyruvate dehydrogenase kinase, isozyme 2 	681	1	1	0	0	1	hsa-miR-4253				-0.40	-0.40	N/A
GUCD1	ENST00000447813.2	guanylyl cyclase domain containing 1 	2990	2	0	1	1	2	hsa-miR-6862-5p				-0.40	-0.40	N/A
IRF4	ENST00000380956.4	interferon regulatory factor 4 	10	2	0	2	0	0	hsa-miR-6862-5p				-0.40	-0.40	N/A
ZIC2	ENST00000376335.3	Zic family member 2 	1173	1	1	0	0	0	hsa-miR-6862-5p				-0.40	-0.40	N/A
SCUBE3	ENST00000274938.7	signal peptide, CUB domain, EGF-like 3 	47	1	1	0	0	1	hsa-miR-6862-5p				-0.40	-0.52	N/A
STOM	ENST00000286713.2	stomatin 	444	1	1	0	0	0	hsa-miR-6862-5p				-0.40	-0.40	N/A
CADPS	ENST00000383710.4	Ca++-dependent secretion activator 	5	1	1	0	0	0	hsa-miR-6862-5p				-0.40	-0.40	N/A
SEPN1	ENST00000361547.2	selenoprotein N, 1 	104	2	0	2	0	0	hsa-miR-4253				-0.40	-0.45	N/A
SIRPB2	ENST00000359801.3	signal-regulatory protein beta 2 	5	2	1	0	1	0	hsa-miR-4253				-0.40	-0.40	N/A
TBC1D3C	ENST00000308078.7	TBC1 domain family, member 3C 	5	1	1	0	0	0	hsa-miR-4253				-0.40	-0.40	N/A
TMEM184C	ENST00000296582.3	transmembrane protein 184C 	94	1	1	0	0	0	hsa-miR-4253				-0.40	-0.40	N/A
G3BP2	ENST00000395719.3	GTPase activating protein (SH3 domain) binding protein 2 	4413	1	1	0	0	0	hsa-miR-6862-5p				-0.40	-0.40	N/A
KCNJ15	ENST00000328656.4	potassium inwardly-rectifying channel, subfamily J, member 15 	5	3	0	1	2	1	hsa-miR-6862-5p				-0.40	-0.40	N/A
EDN3	ENST00000311585.7	endothelin 3 	5	2	0	1	1	1	hsa-miR-4253				-0.40	-0.40	N/A
BCL2L1	ENST00000376062.2	BCL2-like 1 	7726	1	1	0	0	1	hsa-miR-4253				-0.40	-0.40	N/A
ANKRD29	ENST00000592179.1	ankyrin repeat domain 29 	60	2	0	0	2	0	hsa-miR-6862-5p				-0.40	-0.40	N/A
SOX10	ENST00000396884.2	SRY (sex determining region Y)-box 10 	5	1	1	0	0	1	hsa-miR-4253				-0.40	-0.40	N/A
KRT35	ENST00000246639.2	keratin 35 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.39	-0.39	N/A
FAM134C	ENST00000309428.5	family with sequence similarity 134, member C 	397	2	0	1	1	1	hsa-miR-4253				-0.39	-0.39	N/A
KIF5B	ENST00000302418.4	kinesin family member 5B 	635	1	1	0	0	0	hsa-miR-4253				-0.39	-0.42	N/A
MBD3L2	ENST00000381393.3	methyl-CpG binding domain protein 3-like 2 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.39	-0.39	N/A
SAMD5	ENST00000367474.1	sterile alpha motif domain containing 5 	28	2	1	0	1	0	hsa-miR-6862-5p				-0.39	-0.39	N/A
MBD3L4	ENST00000381394.4	methyl-CpG binding domain protein 3-like 4 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.39	-0.39	N/A
MBD3L3	ENST00000333843.4	methyl-CpG binding domain protein 3-like 3 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.39	-0.39	N/A
NBPF6	ENST00000294652.8	neuroblastoma breakpoint family, member 6 	5	2	0	1	1	0	hsa-miR-4253				-0.39	-0.39	N/A
ZNF688	ENST00000223459.6	zinc finger protein 688 	81	2	0	2	0	0	hsa-miR-6862-5p				-0.39	-0.59	N/A
MBD3L5	ENST00000329753.5	methyl-CpG binding domain protein 3-like 5 	5	1	0	0	1	0	hsa-miR-6862-5p				-0.39	-0.39	N/A
ICOS	ENST00000435193.1	inducible T-cell co-stimulator 	5	1	1	0	0	0	hsa-miR-4253				-0.39	-0.39	N/A
LPCAT3	ENST00000261407.4	lysophosphatidylcholine acyltransferase 3 	1339	1	1	0	0	0	hsa-miR-4253				-0.39	-0.39	N/A
PDLIM2	ENST00000409141.1	PDZ and LIM domain 2 (mystique) 	426	2	0	2	0	0	hsa-miR-4253				-0.39	-0.39	N/A
FZD4	ENST00000531380.1	frizzled family receptor 4 	5	2	0	1	1	0	hsa-miR-4253				-0.39	-0.39	N/A
GLRX3	ENST00000368644.1	glutaredoxin 3 	213	2	1	1	0	0	hsa-miR-4253				-0.39	-0.43	N/A
LRRD1	ENST00000343318.5	leucine-rich repeats and death domain containing 1 	9	3	3	0	0	0	hsa-miR-4253				-0.39	-1.14	N/A
CAV3	ENST00000343849.2	caveolin 3 	5	1	0	0	1	1	hsa-miR-4253				-0.39	-0.39	N/A
ADH1B	ENST00000305046.8	alcohol dehydrogenase 1B (class I), beta polypeptide 	5	1	1	0	0	1	hsa-miR-6862-5p				-0.39	-0.39	N/A
ZNF275	ENST00000370251.3	zinc finger protein 275 	465	3	1	1	1	0	hsa-miR-6862-5p				-0.39	-0.39	N/A
ARHGAP17	ENST00000441763.2	Rho GTPase activating protein 17 	1337	1	1	0	0	0	hsa-miR-4253				-0.39	-0.39	N/A
NHLRC2	ENST00000369301.3	NHL repeat containing 2 	368	3	1	0	2	1	hsa-miR-4253				-0.39	-0.43	N/A
DIABLO	ENST00000413918.1	diablo, IAP-binding mitochondrial protein 	1700	1	0	1	0	0	hsa-miR-4253				-0.39	-0.39	N/A
EREG	ENST00000244869.2	epiregulin 	5	2	1	0	1	1	hsa-miR-6862-5p				-0.39	-0.39	N/A
NCKAP5L	ENST00000335999.6	NCK-associated protein 5-like 	141	1	1	0	0	0	hsa-miR-6862-5p				-0.39	-0.39	N/A
GAS2L2	ENST00000254466.6	growth arrest-specific 2 like 2 	5	1	1	0	0	0	hsa-miR-4253				-0.39	-0.39	N/A
LURAP1	ENST00000371980.3	leucine rich adaptor protein 1 	20	2	1	0	1	0	hsa-miR-4253				-0.38	-0.49	N/A
LTBP4	ENST00000243562.9	latent transforming growth factor beta binding protein 4 	32	1	0	1	0	0	hsa-miR-4253				-0.38	-0.38	N/A
CTD-3074O7.11	ENST00000419755.3	Bardet-Biedl syndrome 1 protein  	523	2	1	0	1	1	hsa-miR-4253				-0.38	-0.38	N/A
RPS6KL1	ENST00000555647.1	ribosomal protein S6 kinase-like 1 	9	2	0	2	0	1	hsa-miR-4253				-0.38	-0.38	N/A
ZNF654	ENST00000309495.5	zinc finger protein 654 	456	1	1	0	0	0	hsa-miR-6862-5p				-0.38	-0.45	N/A
PRELP	ENST00000343110.2	proline/arginine-rich end leucine-rich repeat protein 	5	2	2	0	0	0	hsa-miR-6862-5p				-0.38	-0.38	N/A
APOD	ENST00000343267.3	apolipoprotein D 	32	1	0	1	0	0	hsa-miR-4253				-0.38	-0.38	N/A
ZNF460	ENST00000360338.3	zinc finger protein 460 	164	5	1	3	1	0	hsa-miR-6862-5p				-0.38	-0.41	N/A
ORC1	ENST00000371568.3	origin recognition complex, subunit 1 	1102	1	1	0	0	0	hsa-miR-4253				-0.38	-0.39	N/A
EPT1	ENST00000260585.7	ethanolaminephosphotransferase 1 (CDP-ethanolamine-specific) 	449	3	0	3	0	0	hsa-miR-4253				-0.38	-0.42	N/A
CD300LG	ENST00000317310.4	CD300 molecule-like family member g 	5	2	1	0	1	0	hsa-miR-6862-5p				-0.38	-0.38	N/A
EPHA1	ENST00000275815.3	EPH receptor A1 	13	1	1	0	0	0	hsa-miR-6862-5p				-0.38	-0.38	N/A
IL17REL	ENST00000389983.2	interleukin 17 receptor E-like 	5	2	2	0	0	0	hsa-miR-4253				-0.38	-0.38	N/A
TBC1D13	ENST00000372648.5	TBC1 domain family, member 13 	2204	2	1	0	1	0	hsa-miR-6862-5p				-0.38	-0.38	N/A
APOL1	ENST00000422706.1	apolipoprotein L, 1 	5	1	1	0	0	0	hsa-miR-4253				-0.38	-0.38	N/A
TNFRSF10D	ENST00000312584.3	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain 	161	2	0	1	1	0	hsa-miR-6862-5p				-0.38	-0.38	N/A
SLC2A11	ENST00000345044.6	solute carrier family 2 (facilitated glucose transporter), member 11 	50	1	1	0	0	0	hsa-miR-6862-5p				-0.38	-0.38	N/A
GALNT13	ENST00000409237.1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 (GalNAc-T13) 	49	2	1	1	0	0	hsa-miR-4253				-0.38	-0.57	N/A
SLC48A1	ENST00000442218.2	solute carrier family 48 (heme transporter), member 1 	470	3	0	2	1	0	hsa-miR-4253				-0.38	-0.40	N/A
CALM3	ENST00000291295.9	calmodulin 3 (phosphorylase kinase, delta) 	3982	2	0	2	0	1	hsa-miR-6862-5p				-0.38	-0.58	N/A
CDKAL1	ENST00000274695.4	CDK5 regulatory subunit associated protein 1-like 1 	541	1	1	0	0	0	hsa-miR-4253				-0.38	-0.39	N/A
ZMIZ2	ENST00000309315.4	zinc finger, MIZ-type containing 2 	761	1	1	0	0	0	hsa-miR-4253				-0.38	-0.38	N/A
TMEM170B	ENST00000379426.1	transmembrane protein 170B 	489	1	1	0	0	0	hsa-miR-6862-5p				-0.38	-0.42	N/A
NAAA	ENST00000507187.2	N-acylethanolamine acid amidase 	115	1	1	0	0	0	hsa-miR-6862-5p				-0.38	-0.38	N/A
SAE1	ENST00000392776.3	SUMO1 activating enzyme subunit 1 	87	1	1	0	0	1	hsa-miR-6862-5p				-0.37	-0.38	N/A
UNC5B	ENST00000335350.6	unc-5 homolog B (C. elegans) 	90	3	0	1	2	2	hsa-miR-6862-5p				-0.37	-0.37	N/A
KCNS1	ENST00000306117.1	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1 	5	2	0	1	1	0	hsa-miR-4253				-0.37	-0.37	N/A
SSR1	ENST00000244763.4	signal sequence receptor, alpha 	12917	1	1	0	0	0	hsa-miR-4253				-0.37	-0.41	N/A
BTC	ENST00000395743.3	betacellulin 	12	1	0	1	0	1	hsa-miR-6862-5p				-0.37	-0.37	N/A
GJD3	ENST00000578689.1	gap junction protein, delta 3, 31.9kDa 	0	2	0	1	1	2	hsa-miR-4253				-0.37	-0.37	N/A
INO80B	ENST00000233331.7	INO80 complex subunit B 	133	1	0	1	0	0	hsa-miR-4253				-0.37	-0.37	N/A
AC074091.13	ENST00000379677.2	Uncharacterized protein  	5	2	1	0	1	0	hsa-miR-4253				-0.37	-0.37	N/A
NT5C1A	ENST00000235628.1	5'-nucleotidase, cytosolic IA 	4	3	3	0	0	2	hsa-miR-4253				-0.37	-0.37	N/A
TMEM231	ENST00000258173.6	transmembrane protein 231 	243	2	1	1	0	0	hsa-miR-6862-5p				-0.37	-0.51	N/A
ANKMY2	ENST00000306999.2	ankyrin repeat and MYND domain containing 2 	75	1	0	1	0	0	hsa-miR-4253				-0.37	-0.37	N/A
AL033381.1	ENST00000314040.1	Uncharacterized protein; cDNA FLJ34594 fis, clone KIDNE2009109  	5	1	1	0	0	1	hsa-miR-6862-5p				-0.37	-0.37	N/A
SLC29A3	ENST00000373189.5	solute carrier family 29 (equilibrative nucleoside transporter), member 3 	174	2	1	1	0	0	hsa-miR-4253				-0.37	-0.53	N/A
TSPAN3	ENST00000267970.4	tetraspanin 3 	9328	3	0	1	2	0	hsa-miR-6862-5p				-0.37	-0.57	N/A
CENPH	ENST00000283006.2	centromere protein H 	1267	2	2	0	0	0	hsa-miR-6862-5p				-0.37	-0.84	N/A
CNDP1	ENST00000582365.1	carnosine dipeptidase 1 (metallopeptidase M20 family) 	5	2	2	0	0	0	hsa-miR-4253				-0.37	-0.37	N/A
DDX11	ENST00000251758.5	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 	175	3	1	1	1	1	hsa-miR-4253				-0.37	-0.37	N/A
DTX4	ENST00000227451.3	deltex homolog 4 (Drosophila) 	5	2	0	1	1	0	hsa-miR-6862-5p				-0.37	-0.37	N/A
PGAP1	ENST00000354764.4	post-GPI attachment to proteins 1 	106	3	1	0	2	1	hsa-miR-6862-5p				-0.37	-0.49	N/A
FANCD2OS	ENST00000450660.2	FANCD2 opposite strand 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.37	-0.37	N/A
C4orf48	ENST00000382878.3	chromosome 4 open reading frame 48 	7364	1	0	0	1	0	hsa-miR-4253				-0.37	-0.37	N/A
C9orf66	ENST00000382387.2	chromosome 9 open reading frame 66 	13	2	0	0	2	0	hsa-miR-6862-5p				-0.37	-0.53	N/A
SP140L	ENST00000415673.2	SP140 nuclear body protein-like 	7	1	1	0	0	1	hsa-miR-4253				-0.37	-0.37	N/A
OR1E1	ENST00000322608.2	olfactory receptor, family 1, subfamily E, member 1 	5	1	0	1	0	0	hsa-miR-6862-5p				-0.37	-0.37	N/A
RBM47	ENST00000319592.4	RNA binding motif protein 47 	264	2	0	2	0	0	hsa-miR-4253				-0.37	-0.40	N/A
CD300E	ENST00000392619.1	CD300e molecule 	5	1	1	0	0	0	hsa-miR-4253				-0.37	-0.37	N/A
CRIP2	ENST00000329146.4	cysteine-rich protein 2 	3446	1	1	0	0	0	hsa-miR-6862-5p				-0.37	-0.37	N/A
MOB3C	ENST00000319928.3	MOB kinase activator 3C 	141	2	0	1	1	0	hsa-miR-6862-5p				-0.36	-0.36	N/A
PLA2G4E	ENST00000399518.3	phospholipase A2, group IVE 	5	2	2	0	0	0	hsa-miR-4253				-0.36	-0.36	N/A
SSX1	ENST00000376919.3	synovial sarcoma, X breakpoint 1 	5	1	0	1	0	0	hsa-miR-4253				-0.36	-0.36	N/A
KCTD19	ENST00000304372.5	potassium channel tetramerization domain containing 19 	5	1	0	1	0	0	hsa-miR-4253				-0.36	-0.36	N/A
PELI3	ENST00000320740.7	pellino E3 ubiquitin protein ligase family member 3 	257	2	0	1	1	1	hsa-miR-4253				-0.36	-0.36	N/A
C8orf4	ENST00000315792.3	chromosome 8 open reading frame 4 	3820	1	0	1	0	0	hsa-miR-4253				-0.36	-0.36	N/A
FCHO1	ENST00000594202.1	FCH domain only 1 	9	1	1	0	0	0	hsa-miR-6862-5p				-0.36	-0.36	N/A
ONECUT3	ENST00000382349.4	one cut homeobox 3 	5	3	3	0	0	2	hsa-miR-4253				-0.36	-0.36	N/A
ZNF609	ENST00000326648.3	zinc finger protein 609 	103	1	0	0	1	2	hsa-miR-4253				-0.36	-0.36	N/A
AARD	ENST00000378279.3	alanine and arginine rich domain containing protein 	7	2	0	2	0	0	hsa-miR-6862-5p				-0.36	-0.50	N/A
TRMT2B	ENST00000338687.7	tRNA methyltransferase 2 homolog B (S. cerevisiae) 	174	2	0	2	0	2	hsa-miR-4253				-0.36	-0.40	N/A
TNFRSF13C	ENST00000291232.3	tumor necrosis factor receptor superfamily, member 13C 	36	4	2	2	0	1	hsa-miR-4253				-0.36	-0.66	N/A
CASP14	ENST00000427043.3	caspase 14, apoptosis-related cysteine peptidase 	5	1	1	0	0	0	hsa-miR-4253				-0.36	-0.36	N/A
LHFPL5	ENST00000360215.1	lipoma HMGIC fusion partner-like 5 	5	2	0	0	2	0	hsa-miR-4253				-0.36	-0.36	N/A
KCNQ4	ENST00000347132.5	potassium voltage-gated channel, KQT-like subfamily, member 4 	46	2	0	2	0	0	hsa-miR-4253				-0.36	-0.36	N/A
C2orf91	ENST00000378711.2	chromosome 2 open reading frame 91 	5	2	0	0	2	0	hsa-miR-6862-5p				-0.36	-0.36	N/A
